codigo_reserva;fecha_reserva;fecha_inicio;fecha_fin;estado_reserva;run_reservante;nombre_reservante;es_socio;lugar_nombre;sucursal_nombre;monto_total;monto_pagado;medio_pago;fecha_pago;registro_incorrecto;tipo_error
;10/11/25;10/11/25;20/11/25;cancelada;15562742-5;Maria Gonzalez;NO;Cabaña 20;Santa Cruz;1200000;0;;10/11/25;NO;
;12/03/25;12/03/25;19/03/25;cancelada;17503226-6;Juan Perez;NO;Cabaña 13;Santa Cruz;840000;0;;8/3/25;NO;
;05/02/25;05/02/25;13/02/25;reservada;19895777-1;Juan Perez;SI;Cabaña 8;Santa Cruz;960000;0;;4/2/25;NO;
;11/02/25;11/02/25;15/02/25;reservada;5033421-K;Maria Gonzalez;NO;Cabaña 5;La Florida;480000;0;;6/2/25;NO;
;8/1/25;8/1/25 16:00;8/1/25 17:00;reservada;13015768-8;Pedro Rojas;SI;Cancha Tenis Techada;La Florida;35000;0;;6/1/25;NO;
;2/2/25;2/2/25 16:00;2/2/25 17:00;reservada;12275678-5;Juan Perez;NO;Cancha Basquetbol Aire Libre;Santiago Centro;25000;0;;1/2/25;NO;
;14/7/25;14/7/25 18:00;14/7/25 19:00;ejecutada;7584304-6;Ana Silva;NO;Piscina 1;La Florida;20000;20000;transferencia;12/7/25;NO;
;13/4/25;13/4/25 18:00;13/4/25 19:00;cancelada;17877832-3;Pedro Rojas;SI;Salon Eventos 4;Santa Cruz;100000;0;;13/4/25;NO;
;12/06/25;12/06/25;13/06/25;reservada;13775714-1;Luis Contreras;SI;Cabaña 4;La Florida;120000;0;;8/6/25;NO;
;08/06/25;08/06/25;12/06/25;ejecutada;19161282-5;Luis Contreras;NO;Cabaña 17;Providencia;480000;480000;transferencia;6/6/25;NO;
;08/02/25;08/02/25;12/02/25;reservada;10776000-3;Luis Contreras;SI;Cabaña 17;Santiago Centro;480000;0;;8/2/25;SI;rut
;10/09/25;10/09/25;12/09/25;ejecutada;5137322-7;Juan Perez;NO;Cabaña 15;La Florida;240000;240000;transferencia;9/9/25;NO;
;04/07/25;04/07/25;09/07/25;cancelada;16170965-4;Luis Contreras;NO;Cabaña 7;Providencia;600000;0;;29/6/25;NO;
;11/02/25;11/02/25;14/02/25;cancelada;19195488-2;Pedro Rojas;NO;Cabaña 15;Providencia;360000;0;;9/2/25;NO;
;03/02/25;03/02/25;13/02/25;ejecutada;18692916-0;Ana Silva;SI;Cabaña 6;Providencia;1200000;1200000;tarjeta;1/2/25;NO;
;02/08/25;15//25;08/08/25;ejecutada;18647741-3;Ana Silva;NO;Cabaña 19 X;Providencia;720000;720000;transferencia;2/8/25;SI;referencia/fecha
;15/11/25;15/11/25;23/11/25;cancelada;19937737-K;Luis Contreras;NO;Cabaña 19;Santa Cruz;960000;0;;13/11/25;NO;
;04/04/25;04/04/25;07/04/25;cancelada;20672079-4;Juan Perez;SI;Cabaña 18;Santa Cruz;360000;0;;4/4/25;NO;
;03/02/25;03/02/25;05/02/25;cancelada;15819975-0;Pedro Rojas;SI;Cabaña 15;Santa Cruz;240000;0;;2/2/25;NO;
;4/12/25;4/12/25 9:00;4/12/25 10:00;reservada;10698937-0;Pedro Rojas;NO;Cancha Basquetbol Aire Libre;Providencia;25000;0;;3/12/25;NO;
;/05/25;12/12/25;13/12/25;reservada;16107528-0;Juan Perez;SI;Cabaña 17;Santiago Centro;120000;0;;8/12/25;SI;fecha
;10/10/25;10/10/25;14/10/25;reservada;15088563-9;Pedro Rojas;NO;Cabaña 9;Santa Cruz;480000;0;;5/10/25;NO;
;07/05/25;07/05/25;11/05/25;reservada;15790934-7;Maria Gonzalez;NO;Cabaña 1;Providencia;480000;0;;7/5/25;NO;
;09/03/25;09/03/25;10/03/25;cancelada;20086756-4;Maria Gonzalez;NO;Cabaña 7;Providencia;120000;0;;8/3/25;NO;
;05/06/25;05/06/25;12/06/25;ejecutada;6884770-2;Luis Contreras;SI;Cabaña 20;Santiago Centro;840000;840000;efectivo;4/6/25;NO;
;2/10/25;2/10/25 8:00;2/10/25 9:00;reservada;10698937-0;Pedro Rojas;NO;Salon Eventos 3;Santa Cruz;100000;0;;28/9/25;NO;
;04/02/25;04/02/25;11/02/25;cancelada;14756759-6;Juan Perez;NO;Cabaña 10;La Florida;840000;0;;3/2/25;NO;
;04/04/25;04/04/25;06/04/25;reservada;7416582-6;Pedro Rojas;NO;Cabaña 14;Providencia;240000;0;;1/4/25;NO;
;10/06/25;10/06/25;15/06/25;ejecutada;13014055-6;Maria Gonzalez;NO;Cabaña 1;Santa Cruz;600000;600000;efectivo;9/6/25;NO;
;3/8/25;3/8/25 13:00;3/8/25 14:00;reservada;13792450-1;Juan Perez;NO;Salon Eventos 1;La Florida;100000;0;;30/7/25;NO;
;10/09/25;10/09/25;16/09/25;reservada;22287381-9;Ana Silva;SI;Cabaña 13;La Florida;720000;0;;9/9/25;NO;
;18/03/25;18/03/25;23/03/25;cancelada;10289799-4;Maria Gonzalez;NO;Cabaña 20 X;Providencia;600000;0;;16/3/25;SI;referencia
;16/8/25;16/8/25 19:00;16/8/25 20:00;reservada;16990297-6;Ana Silva;SI;Cancha Padel Techada;Santa Cruz;35000;0;;14/8/25;NO;
;20/09/25;20/09/25;26/09/25;cancelada;6436217-8;Pedro Rojas;NO;Cabaña 9;Santiago Centro;720000;0;;16/9/25;NO;
;20/01/25;20/01/25;24/01/25;ejecutada;13650113-5;Pedro Rojas;NO;Cabaña 11;La Florida;480000;480000;efectivo;20/1/25;NO;
;17/08/25;17/08/25;18/08/25;cancelada;17503226-6;Juan Perez;SI;Cabaña 18;La Florida;120000;0;;14/8/25;NO;
;11/2/25;11/2/25 11:00;11/2/25 12:00;ejecutada;21821683-8;Maria Gonzalez;NO;Cancha Padel Techada;Santiago Centro;35000;35000;efectivo;11/2/25;NO;
;6/12/25;6/12/25 10:00;6/12/25 11:00;ejecutada;14952228-K;Juan Perez;SI;Cancha Tenis Techada;Santiago Centro;35000;35000;efectivo;4/12/25;NO;
;01/08/25;01/08/25;10/08/25;ejecutada;6126593-7;Juan Perez;SI;Cabaña 5;Santiago Centro;1080000;1080000;tarjeta;31/7/25;NO;
;15/09/25;15/09/25;16/09/25;reservada;21156024-5;Maria Gonzalez;SI;Cabaña 2;Providencia;120000;0;;15/9/25;SI;rut
;13/08/25;13/08/25;22/08/25;ejecutada;15826885-K;Juan Perez;NO;Cabaña 12;Santiago Centro;1080000;1080000;efectivo;9/8/25;NO;
;31/02/25;04/04/25;14/04/25;cancelada;14394380-1;Pedro Rojas;SI;Cabaña 19 X;La Florida;1200000;0;;4/4/25;SI;referencia/fecha
;16/12/25;16/12/25;20/12/25;cancelada;21162735-2;Juan Perez;NO;Cabaña 17;Providencia;480000;0;;13/12/25;NO;
;11/11/25;11/11/25 8:00;11/11/25 9:00;cancelada;16054257-8;Luis Contreras;NO;Salon Eventos 2;Santiago Centro;100000;0;;6/11/25;NO;
;05/01/25;05/01/25;13/01/25;reservada;13014055-6;Maria Gonzalez;NO;Cabaña 6;La Florida;960000;0;;31/12/24;NO;
;07/03/25;07/03/25;11/03/25;cancelada;5427877-2;Juan Perez;SI;Cabaña 4;La Florida;480000;0;;2/3/25;NO;
;03/12/25;03/12/25;05/12/25;reservada;21349217-9;Luis Contreras;NO;Cabaña 2;La Florida;240000;0;;29/11/25;NO;
;11/1/25;11/1/25 20:00;11/1/25 21:00;ejecutada;12651989-3;Luis Contreras;NO;Cancha Padel Techada;Providencia;35000;35000;efectivo;9/1/25;NO;
;18/4/25;18/4/25;18/4/25 21:00;ejecutada;15338995-0;Ana Silva;SI;Salon Eventos 3;Santiago Centro;100000;100000;transferencia;15/4/25;SI;fecha
;18/09/25;18/09/25;22/09/25;cancelada;20859114-2;Luis Contreras;SI;Cabaña 15;Santiago Centro;480000;0;;18/9/25;NO;
;18/06/25;18/06/25;22/06/25;cancelada;9354610-5;Luis Contreras;SI;Cabaña 10;La Florida;480000;0;;16/6/25;NO;
;13/6/25;13/6/25 16:00;13/6/25 17:00;reservada;5373421-9;Luis Contreras;NO;Piscina 1;Santa Cruz;20000;0;;12/6/25;NO;
;11/5/25;11/5/25 12:00;11/5/25 13:00;reservada;13006129-K;Pedro Rojas;NO;Restaurant 2;Santa Cruz;30000;0;;9/5/25;NO;
;11/6/25;11/6/25 21:00;11/6/25 22:00;cancelada;6126625-9;Maria Gonzalez;NO;Cancha Padel Aire Libre;La Florida;25000;0;;6/6/25;NO;
;18/1/25;18/1/25 18:00;18/1/25 19:00;ejecutada;20194778-2;Ana Silva;NO;Cancha Padel Aire Libre;Santa Cruz;25000;25000;tarjeta;13/1/25;NO;
;07/05/25;07/05/25;11/05/25;cancelada;24090729-1;Pedro Rojas;SI;Cabaña 19;Santa Cruz;480000;0;;3/5/25;NO;
;18/07/25;18/07/25;23/07/25;ejecutada;24945636-5;Ana Silva;SI;Cabaña 14;La Florida;600000;600000;efectivo;17/7/25;NO;
;08/07/25;08/07/25;18/07/25;cancelada;7416582-6;Pedro Rojas;NO;Cabaña 17;Santiago Centro;1200000;0;;4/7/25;NO;
;01/05/25;01/05/25;04/05/25;reservada;18646254-8;Pedro Rojas;SI;Cabaña 5;La Florida;360000;0;;27/4/25;NO;
;09/09/25;09/09/25;19/09/25;reservada;13203913-5;Maria;SI;Cabaña 1;Santiago Centro;1200000;0;;6/9/25;SI;nombre
;03/01/25;03/01/25;11/01/25;reservada;13014055-6;Maria Gonzalez;NO;Cabaña 18;Santiago Centro;960000;0;;30/12/24;NO;
;12/6/25;12/6/25 8:00;12/6/25 9:00;cancelada;20128868-1;Ana Silva;SI;Salon Eventos 2;Santiago Centro;100000;0;;10/6/25;NO;
;02/02/25;abc/12/25;08/02/25;ejecutada;13006208-3;Luis Contreras;SI;Cabaña 8 X;La Florida;720000;720000;efectivo;30/1/25;SI;referencia/fecha
;09/02/25;09/02/25;16/02/25;reservada;21178138-6;Ana Silva;SI;Cabaña 20;Santa Cruz;840000;0;;6/2/25;NO;
;05/11/25;05/11/25;13/11/25;reservada;21454415-6;Maria Gonzalez;NO;Cabaña 18;La Florida;960000;0;;5/11/25;NO;
;12/3/25;12/3/25 22:00;12/3/25 23:00;cancelada;10698937-0;Pedro Rojas;NO;Cancha Padel Techada;La Florida;35000;0;;7/3/25;NO;
;8/8/25;8/8/25 19:00;8/8/25 20:00;cancelada;11627877-4;Pedro Rojas;NO;Restaurant 2;La Florida;30000;0;;8/8/25;NO;
;6/6/25;6/6/25 14:00;6/6/25 15:00;reservada;22108526-4;Ana Silva;NO;Salon Eventos 4 X;La Florida;100000;0;;3/6/25;SI;referencia
;1/9/25;1/9/25 12:00;1/9/25 13:00;ejecutada;16972312-5;Juan Perez;NO;Piscina 1;Santiago Centro;20000;20000;transferencia;27/8/25;NO;
;18/02/25;18/02/25;26/02/25;cancelada;6807678-1;Pedro Rojas;NO;Cabaña 19;Providencia;960000;0;;14/2/25;NO;
;9/3/25;9/3/25 22:00;9/3/25 23:00;ejecutada;8160344-8;Luis Contreras;NO;Salon Eventos 3;Santa Cruz;100000;100000;tarjeta;4/3/25;NO;
;11/03/25;11/03/25;16/03/25;reservada;7607462-3;Pedro Rojas;SI;Cabaña 20;Santa Cruz;600000;0;;9/3/25;NO;
;19/08/25;19/08/25;21/08/25;cancelada;16012079-7;Ana Silva;SI;Cabaña 1;Providencia;240000;0;;16/8/25;NO;
;17/6/25;17/6/25 18:00;17/6/25 19:00;cancelada;18647741-3;Ana Silva;NO;Cancha Futbolito Techada;La Florida;35000;0;;13/6/25;NO;
;1/2/25;1/2/25 10:00;1/2/25 11:00;cancelada;15505875-7;Pedro Rojas;NO;Piscina 1;Santiago Centro;20000;0;;1/2/25;NO;
;16/10/25;16/10/25 16:00;16/10/25 17:00;ejecutada;16336276-7;Pedro Rojas;NO;Cancha Tenis Techada;Santa Cruz;35000;35000;transferencia;11/10/25;NO;
;19/11/25;19/11/25;28/11/25;reservada;14254375-3;Pedro Rojas;SI;Cabaña 7;Santa Cruz;1080000;0;;14/11/25;NO;
;18/11/25;18/11/25;20/11/25;reservada;16887747-1;Luis Contreras;SI;Cabaña 14;Providencia;240000;0;;16/11/25;NO;
;01/04/25;01/04/25;07/04/25;reservada;14565689-3;Pedro Rojas;NO;Cabaña 18;Providencia;720000;0;;27/3/25;NO;
;13/11/25;13/11/25;19/11/25;ejecutada;19715915-4;Luis Contreras;NO;Cabaña 13;Santiago Centro;720000;720000;tarjeta;13/11/25;NO;
;10/9/25;10/9/25 8:00;10/9/25 9:00;reservada;12578522-0;Ana Silva;NO;Piscina 1;Providencia;20000;0;;5/9/25;NO;
;10/10/25;10/10/25;11/10/25;cancelada;18193118-3;Luis Contreras;SI;Cabaña 19;Providencia;120000;0;;5/10/25;NO;
;11/01/25;11/01/25;13/01/25;cancelada;19052661-5;Maria Gonzalez;NO;Cabaña 14;Providencia;240000;0;;6/1/25;NO;
;04/12/25;04/12/25;11/12/25;reservada;15838325-K;Maria;SI;Cabaña 3;La Florida;840000;0;;4/12/25;SI;nombre
;16/07/25;16/07/25;19/07/25;cancelada;18053720-1;Ana Silva;SI;Cabaña 20;Providencia;360000;0;;13/7/25;NO;
;04/07/25;04/07/25;08/07/25;ejecutada;20086756-4;Maria Gonzalez;NO;Cabaña 9;Santa Cruz;480000;480000;transferencia;1/7/25;NO;
;15/03/25;15/03/25;16/03/25;reservada;15083988-2;Juan Perez;NO;Cabaña 19;Santiago Centro;120000;0;;10/3/25;NO;
;20/7/25;20/7/25 19:00;20/7/25 20:00;reservada;13650113-5;Pedro Rojas;NO;Salon Eventos 1;La Florida;100000;0;;20/7/25;NO;
;20/6/25;20/6/25 20:00;20/6/25 21:00;reservada;17654518-6;Luis Contreras;SI;Cancha Basquetbol Techada;Santa Cruz;35000;0;;20/6/25;NO;
;17/01/25;17/01/25;23/01/25;ejecutada;6512346-0;Maria Gonzalez;SI;Cabaña 4;Santa Cruz;720000;720000;transferencia;13/1/25;NO;
;19/10/25;19/10/25;23/10/25;cancelada;14651959-8;Maria Gonzalez;NO;Cabaña 16;Santa Cruz;480000;0;;19/10/25;NO;
;11/2/25;11/2/25 12:00;11/2/25 13:00;ejecutada;10934689-6;Pedro Rojas;NO;Salon Eventos 3;La Florida;100000;100000;tarjeta;11/2/25;NO;
;2/11/25;2/11/25 14:00;2/11/25 15:00;ejecutada;13015768-8;Pedro Rojas;SI;Restaurant 1;Providencia;30000;30000;transferencia;2/11/25;NO;
;03/05/25;03/05/25;12/05/25;ejecutada;19599688-1;Juan Perez;SI;Cabaña 5;Providencia;1080000;1080000;transferencia;3/5/25;NO;
;05/03/25;05/03/25;06/03/25;ejecutada;7715981-9;Luis Contreras;SI;Cabaña 18;La Florida;120000;120000;transferencia;3/3/25;NO;
;03/12/25;03/12/25;07/12/25;ejecutada;14952228-K;Juan Perez;SI;Cabaña 7;La Florida;480000;480000;efectivo;28/11/25;NO;
;13/7/25;13/7/25 20:00;13/7/25 21:00;ejecutada;16887747-1;Luis;SI;Cancha Padel Aire Libre;La Florida;25000;25000;transferencia;12/7/25;SI;nombre
;09/06/25;09/06/25;10/06/25;reservada;23811418-7;Maria Gonzalez;NO;Cabaña 13;Santa Cruz;120000;0;;7/6/25;NO;
;13/11/25;13/11/25;15/11/25;ejecutada;16012079-7;Ana Silva;NO;Cabaña 7;Providencia;240000;240000;transferencia;11/11/25;NO;
;05/10/25;05/10/25;06/10/25;reservada;20997181-K;Juan Perez;NO;Cabaña 20;Santiago Centro;120000;0;;30/9/25;NO;
;19/3/25;19/3/25 19:00;19/3/25 20:00;reservada;5204506-1;Ana Silva;NO;Piscina 1;Providencia;20000;0;;16/3/25;NO;
;6/6/25;6/6/25 11:00;6/6/25 12:00;cancelada;13203913-5;Maria Gonzalez;SI;Restaurant 1;La Florida;30000;0;;1/6/25;NO;
;16/05/25;16/05/25;26/05/25;cancelada;12469531-7;Pedro Rojas;SI;Cabaña 6;Providencia;1200000;0;;15/5/25;NO;
;14/4/25;14/4/25 9:00;14/4/25 10:00;cancelada;15040048-1;Juan Perez;NO;Cancha Padel Aire Libre;Santa Cruz;25000;0;;13/4/25;NO;
;02/07/25;02/07/25;08/07/25;ejecutada;20470612-3;Ana Silva;NO;Cabaña 1;Santiago Centro;720000;720000;tarjeta;2/7/25;NO;
;17/06/25;17/06/25;19/06/25;reservada;15762862-3;Pedro Rojas;SI;Cabaña 15;Santiago Centro;240000;0;;12/6/25;NO;
;12/6/25;12/6/25 21:00;12/6/25 22:00;reservada;19489863-0;Ana Silva;NO;Salon Eventos 4;La Florida;100000;0;;7/6/25;NO;
;06/11/25;06/11/25;15/11/25;cancelada;11862631-1;Ana Silva;NO;Cabaña 7;Santa Cruz;1080000;0;;4/11/25;NO;
;04/03/25;04/03/25;13/03/25;ejecutada;17275270-5;Pedro Rojas;SI;Cabaña 16;Santa Cruz;1080000;1080000;transferencia;4/3/25;NO;
;14/11/25;14/11/25 18:00;14/11/25 19:00;cancelada;22885927-3;Luis Contreras;SI;Piscina 2;La Florida;20000;0;;12/11/25;NO;
;19/01/25;19/01/25;24/01/25;reservada;10464361-2;Luis Contreras;SI;Cabaña 12;Santiago Centro;600000;0;;16/1/25;SI;
;14/03/25;14/03/25;19/03/25;cancelada;15677425-1;Luis Contreras;NO;Cabaña 20;Providencia;600000;0;;13/3/25;NO;
;05/03/25;05/03/25;09/03/25;cancelada;11640203-3;Luis Contreras;SI;Cabaña 7;Santiago Centro;480000;0;;2/3/25;NO;
;16/05/25;16/05/25;20/05/25;cancelada;21743846-2;Pedro Rojas;SI;Cabaña 5;Santa Cruz;480000;0;;11/5/25;NO;
;04/02/25;04/02/25;05/02/25;ejecutada;14379507-1;Juan Perez;SI;Cabaña 9;Santiago Centro;120000;120000;efectivo;30/1/25;NO;
;11/06/25;11/06/25;20/06/25;reservada;6858349-7;Luis Contreras;NO;Cabaña 3;Santa Cruz;1080000;0;;6/6/25;NO;
;1/3/25;1/3/25 9:00;1/3/25 10:00;reservada;15878471-8;Maria Gonzalez;NO;Cancha Tenis Aire Libre;Santa Cruz;25000;0;;28/2/25;NO;
;12/12/25;12/12/25 18:00;12/12/25 19:00;cancelada;13083215-6;Pedro Rojas;NO;Cancha Futbolito Aire Libre;Santiago Centro;25000;0;;9/12/25;NO;
;5/10/25;5/10/25 19:00;5/10/25 20:00;cancelada;22110547-8;Maria Gonzalez;SI;Cancha Padel Aire Libre;Santiago Centro;25000;0;;1/10/25;NO;
;19/8/25;19/8/25 13:00;19/8/25 14:00;cancelada;9203394-5;Luis Contreras;SI;Cancha Basquetbol Techada;Providencia;35000;0;;15/8/25;NO;
;9/9/25;9/9/25 18:00;9/9/25 19:00;reservada;12578522-0;Ana Silva;NO;Salon Eventos 4;Providencia;100000;0;;7/9/25;NO;
;18/09/25;18/09/25;28/09/25;cancelada;24635453-7;Juan Perez;SI;Cabaña 14;La Florida;1200000;0;;17/9/25;NO;
;19/2/25;19/2/25 12:00;19/2/25 13:00;reservada;23939824-3;Juan Perez;NO;Salon Eventos 2;Santa Cruz;100000;0;;17/2/25;NO;
;10/10/;10/02/25;16/02/25;ejecutada;9183641-6;Maria Gonzalez;NO;Cabaña 1 X;Santiago Centro;720000;720000;tarjeta;7/2/25;SI;referencia/fecha
;20/02/25;20/02/25;21/02/25;reservada;7130867-7;Luis Contreras;NO;Cabaña 1;Providencia;120000;0;;16/2/25;NO;
;17/9/25;17/9/25 16:00;17/9/25 17:00;cancelada;24967582-2;Maria;SI;Cancha Padel Techada;Santa Cruz;35000;0;;15/9/25;SI;nombre
;9/3/25;9/3/25 20:00;9/3/25 21:00;ejecutada;10578107-5;Luis Contreras;SI;Cancha Padel Techada;Santiago Centro;35000;35000;transferencia;8/3/25;NO;
;20/03/25;20/03/25;27/03/25;cancelada;21231316-5;Maria Gonzalez;NO;Cabaña 5;Providencia;840000;0;;17/3/25;NO;
;9/11/25;9/11/25 20:00;9/11/25 21:00;cancelada;22075434-0;Ana Silva;SI;Cancha Futbolito Techada;Providencia;35000;0;;4/11/25;NO;
;18/7/25;18/7/25 15:00;18/7/25 16:00;reservada;19652678-1;Juan Perez;NO;Cancha Tenis Aire Libre;Santiago Centro;25000;0;;16/7/25;NO;
;16/09/25;16/09/25;17/09/25;cancelada;21882154-5;Maria Gonzalez;NO;Cabaña 3;La Florida;120000;0;;13/9/25;NO;
;08/02/25;08/02/25;17/02/25;ejecutada;24826693-7;Luis Contreras;NO;Cabaña 10;La Florida;1080000;1080000;efectivo;4/2/25;NO;
;11/9/25;11/9/25 10:00;11/9/25 11:00;cancelada;19484029-2;Luis Contreras;SI;Cancha Tenis Aire Libre;Providencia;25000;0;;6/9/25;NO;
;18/6/25;18/6/25 9:00;18/6/25 10:00;ejecutada;19484029-2;Luis Contreras;SI;Cancha Basquetbol Aire Libre;La Florida;25000;25000;transferencia;15/6/25;NO;
;02/04/25;02/04/25;10/04/25;reservada;9203394-5;Luis Contreras;SI;Cabaña 18;La Florida;960000;0;;29/3/25;NO;
;17/9/25;17/9/25 20:00;17/9/25 21:00;cancelada;24765561-1;Juan Perez;NO;Salon Eventos 4;Providencia;100000;0;;13/9/25;NO;
;18/07/25;18/07/25;27/07/25;reservada;15440317-5;Ana Silva;SI;Cabaña 3;Providencia;1080000;0;;18/7/25;NO;
;05/02/25;05/02/25;14/02/25;reservada;11727551-5;Maria Gonzalez;SI;Cabaña 16;La Florida;1080000;0;;4/2/25;NO;
;03/08/25;03/08/25;10/08/25;reservada;20928234-8;Pedro Rojas;SI;Cabaña 19;Santa Cruz;840000;0;;29/7/25;NO;
;15/04/25;15/04/25;24/04/25;ejecutada;13604604-7;Juan Perez;NO;Cabaña 19;Santiago Centro;1080000;1080000;tarjeta;13/4/25;NO;
;10/9/25;10/9/25 10:00;10/9/25 11:00;ejecutada;21454860-7;Ana Silva;SI;Cancha Tenis Aire Libre;Santa Cruz;25000;25000;efectivo;7/9/25;NO;
;12/12/25;12/12/25;14/12/25;reservada;16759872-2;Ana Silva;SI;Cabaña 13;Providencia;240000;0;;7/12/25;NO;
;12/6/25;12/6/25 14:00;12/6/25 15:00;reservada;22512308-K;Pedro Rojas;SI;Cancha Tenis Techada;La Florida;35000;0;;11/6/25;NO;
;14/4/25;14/4/25 21:00;14/4/25 22:00;ejecutada;20408365-7;Maria Gonzalez;SI;Salon Eventos 4;La Florida;100000;100000;tarjeta;10/4/25;NO;
;3/5/25;3/5/25 20:00;3/5/25 21:00;reservada;12891005-0;Luis Contreras;SI;Salon Eventos 3;Santa Cruz;100000;0;;3/5/25;NO;
;16/8/25;16/8/25 20:00;16/8/25 21:00;ejecutada;12730200-6;Maria Gonzalez;NO;Cancha Tenis Techada;Providencia;35000;35000;tarjeta;16/8/25;NO;
;05/07/25;05/07/25;06/07/25;cancelada;15120266-7;Juan Perez;SI;Cabaña 4;Providencia;120000;0;;5/7/25;NO;
;11/12/25;11/12/25 16:00;11/12/25 17:00;cancelada;11984768-0;Luis Contreras;SI;Restaurant 2;La Florida;30000;0;;10/12/25;NO;
;20/02/25;20/02/25;24/02/25;reservada;17049622-1;Pedro Rojas;NO;Cabaña 14;Santa Cruz;480000;0;;19/2/25;NO;
;10/08/25;10/08/25;14/08/25;cancelada;11263892-K;Luis Contreras;NO;Cabaña 19;Providencia;480000;0;;10/8/25;NO;
;18/6/25;18/6/25 12:00;18/6/25 13:00;cancelada;16170965-4;Luis Contreras;SI;Cancha Basquetbol Aire Libre;Santiago Centro;25000;0;;13/6/25;NO;
;10/10/;07/12/25;10/12/25;reservada;11738535-3;Maria Gonzalez;SI;Cabaña 6;Santiago Centro;360000;0;;4/12/25;SI;fecha
;14/08/25;14/08/25;20/08/25;cancelada;18971062-3;Juan Perez;NO;Cabaña 20;La Florida;720000;0;;13/8/25;NO;
;19/1/25;19/1/25 20:00;19/1/25 21:00;reservada;18329134-3;Pedro Rojas;NO;Cancha Padel Aire Libre;Santiago Centro;25000;0;;14/1/25;NO;
;8/1/25;8/1/25 15:00;8/1/25 16:00;reservada;16276138-2;Ana Silva;SI;Piscina 1;La Florida;20000;0;;5/1/25;NO;
;20/01/25;20/01/25;28/01/25;ejecutada;6436217-8;Pedro;SI;Cabaña 19;Santa Cruz;960000;960000;tarjeta;17/1/25;SI;nombre
;01/07/25;01/07/25;08/07/25;reservada;18193118-3;Luis Contreras;NO;Cabaña 16;Santa Cruz;840000;0;;27/6/25;NO;
;01/11/25;31/02/25;11/11/25;ejecutada;15035367-0;Maria Gonzalez;SI;Cabaña 19;Santiago Centro;1200000;1200000;efectivo;28/10/25;SI;rut/fecha
;5/11/25;5/11/25 17:00;5/11/25 18:00;ejecutada;13953163-9;Juan Perez;NO;Cancha Basquetbol Techada;Providencia;35000;35000;efectivo;4/11/25;NO;
;12/09/25;12/09/25;20/09/25;ejecutada;7686256-7;Luis Contreras;SI;Cabaña 17;Santiago Centro;960000;960000;efectivo;11/9/25;NO;
;04/08/25;04/08/25;12/08/25;ejecutada;24826693-7;Luis Contreras;NO;Cabaña 9;Santiago Centro;960000;960000;efectivo;31/7/25;NO;
;19/9/25;19/9/25 10:00;19/9/25 11:00;cancelada;22381571-5;Juan Perez;SI;Restaurant 2;La Florida;30000;0;;14/9/25;NO;
;14/06/25;14/06/25;22/06/25;cancelada;16487089-8;Ana Silva;SI;Cabaña 8;Santiago Centro;960000;0;;9/6/25;NO;
;07/09/25;07/09/25;15/09/25;ejecutada;10578107-5;Luis Contreras;NO;Cabaña 19;Santa Cruz;960000;960000;efectivo;6/9/25;NO;
;10/07/25;10/07/25;abc/12/25;reservada;16214968-0;Luis Contreras;NO;Cabaña 3;Santa Cruz;840000;0;;7/7/25;SI;rut/fecha
;06/03/25;06/03/25;16/03/25;reservada;16564154-K;Juan Perez;SI;Cabaña 16;La Florida;1200000;0;;5/3/25;NO;
;01/05/25;01/05/25;08/05/25;ejecutada;10949220-5;Maria Gonzalez;SI;Cabaña 9;Providencia;840000;840000;transferencia;29/4/25;SI;
;16/8/25;16/8/25 10:00;16/8/25 11:00;ejecutada;11247006-9;Luis Contreras;NO;Cancha Tenis Aire Libre;La Florida;25000;25000;efectivo;13/8/25;NO;
;18/11/25;18/11/25;25/11/25;ejecutada;24693299-9;Pedro Rojas;SI;Cabaña 1;Santa Cruz;840000;840000;tarjeta;18/11/25;NO;
;20/09/25;20/09/25;26/09/25;ejecutada;20548964-9;Maria Gonzalez;SI;Cabaña 14;Providencia;720000;720000;transferencia;20/9/25;NO;
;05/06/25;05/06/25;15/06/25;cancelada;9226402-5;Ana Silva;SI;Cabaña 13;La Florida;1200000;0;;31/5/25;NO;
;20/06/25;20/06/25;22/06/25;cancelada;24639890-9;Luis Contreras;NO;Cabaña 2;Santa Cruz;240000;0;;20/6/25;NO;
;12/09/25;12/09/25;22/09/25;cancelada;12674136-7;Pedro Rojas;SI;Cabaña 12;Santa Cruz;1200000;0;;7/9/25;NO;
;17/04/25;17/04/25;27/04/25;ejecutada;6884770-2;Luis Contreras;SI;Cabaña 4;Santiago Centro;1200000;1200000;efectivo;15/4/25;NO;
;02/12/25;02/12/25;07/12/25;cancelada;16987649-5;Maria Gonzalez;SI;Cabaña 4;Santiago Centro;600000;0;;29/11/25;NO;
;09/03/25;09/03/25;19/03/25;cancelada;12353825-0;Ana Silva;NO;Cabaña 13;Santa Cruz;1200000;0;;7/3/25;NO;
;20/2/25;20/2/25 16:00;20/2/25 17:00;cancelada;7206185-3;Luis Contreras;NO;Cancha Basquetbol Techada;Providencia;35000;0;;17/2/25;NO;
;15/9/25;15/9/25 22:00;15/9/25 23:00;reservada;19489863-0;Ana Silva;SI;Cancha Futbolito Techada;La Florida;35000;0;;14/9/25;NO;
